DESKTOP-OM0V6GG,MSSQLSERVER,2003-04-08 09:13:36.390,5172.2859606
DESKTOP-OM0V6GG,MSSQLSERVER,2017-06-05 12:30:53.960,0.1489583
DESKTOP-OM0V6GG,MSSQLSERVER,2003-04-08 09:13:36.390,5172.2859606
DESKTOP-OM0V6GG,MSSQLSERVER,2016-04-30 00:46:38.773,401.6380208
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-30 13:20:29.530,6.1145138
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-30 13:20:29.847,6.1145138
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-30 13:20:36.107,6.1144328
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-30 13:20:38.900,6.1144097
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-30 13:20:39.687,6.1143981
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-30 15:50:32.050,6.0103125
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-30 15:52:02.790,6.0092708
DESKTOP-OM0V6GG,MSSQLSERVER,2017-05-31 11:31:58.220,5.1898726
